client_name,client_version,client_previous_version,client_timestamp,client_previous_timestamp,dependency_name,dependency_version_range,dependency_previous_version_range,dependency_resolved_version,dependency_previous_resolved_version,resources_client, first_round_codes,codes,causes,how_downgrade,quotes
ember-engines,0.4.0-beta.2,0.4.0-beta.1,2016-10-27T02:24:02.212Z,2016-10-25T23:28:53.112Z,broccoli-funnel,1.0.6,^1.0.0,1.0.6,1.0.7,https://github.com/ember-engines/ember-engines/commit/49e18474c495cb0e7fc3d49f501f54527efe6284,"fix build, choose specific provider, choose specific version","Prevent error, Temporary change",Error prevention,,"""fix: lock broccoli-funnel to prevent rebuild error”, ""Temporary fix until we find the problem in broccoli-funnel. This fixes errors
of the following nature:”"
module-foundry,0.5.3,0.5.2,2014-03-06T15:40:24.013Z,2014-03-05T07:17:43.606Z,director,~1.1.0,~1.2.0,1.1.10,1.2.3,https://github.com/nodejitsu/module-foundry/commit/ae5e1718337297238cec7c60425acb21a5c56008,"couple with node version, choose specific provider, choose specific range","Recover from breaking change, Specify provider to downgrade","Breaking change, Run-time breaking change",,"""downgrade director due to insane edge case on 0.10.x"""
stringify,3.2.1,3.2.0,2016-02-07T01:35:19.511Z,2015-11-30T19:44:23.391Z,through,2.3.4,^2.3.4,2.3.4,2.3.8,https://github.com/JohnPostlethwait/stringify/commit/2c891c45f68ff18b67346db84886510f9cca1918,"couple with node version, remove operator, lock all dependencies","Fix incompatibility, Add new feature, Change providers with same prefix on name",,,"""Pinning to NodeJS <=0.10.26"""
tarifa,0.6.0,0.5.1,2015-02-23T20:46:50.266Z,2015-01-21T14:30:28.207Z,q-io,1.11.5,^1.11.5,1.11.5,1.11.6,https://github.com/TarifaTools/tarifa/commit/bb90fc4b6758d2c488d261ead30c17dbdb7cc092,"remove operator, lock all dependencies except one, upgrade one dependency",Add new test,,,"""upgrade to cordova-lib 4.2.0"", ""fix dependencies"""
mobx-react-form-devtools,1.2.1,1.2.0,2016-11-13T23:16:04.137Z,2016-11-13T23:06:52.398Z,react-json-tree,0.9.0,0.10.0,0.9.0,0.10.0,https://github.com/foxhound87/mobx-react-form-devtools/commit/7619369163ddec4b212938a88a074020d9672aa4,"fix, choose specific provider, choose specific version",Fix unspecified issue,,,"""fix: theme"""
connect-phonegap,0.14.5,0.14.4,2015-01-07T23:27:03.888Z,2014-12-12T00:54:39.063Z,socket.io,1.0.4,~1.0.4,1.0.4,1.0.6,https://github.com/phonegap/connect-phonegap/commit/56bb51838c14d6745a6829d055099091587d022b,"choose specific provider, remove operator, change batch of providers once",No specific factor,,,"""[npm] Pin dependencies."""
cssnano-brunch,1.1.4,1.1.3,2015-10-15T08:45:44.333Z,2015-10-14T18:55:13.573Z,mocha,~2.1.0,^2.2.4,2.1.0,2.3.3,https://github.com/dlepaux/cssnano-brunch/commit/269648df4f17e003f6aae97c1c41b12d3412ef4e,"choose specific provider, choose specific range, change batch of providers once, upgrade while downgrade","Remove some provider(s), Add new provider(s), Add new test",,,"""add test"""
uppy,0.0.3,0.0.1,2016-03-07T07:58:42.069Z,2015-11-26T15:01:53.566Z,phantomjs,1.9.18,^1.9.18,1.9.18,1.9.19,https://github.com/transloadit/uppy/commit/d8543fcd3af6e771d47b5d92867d721aa74127a9,"remove operator, choose specific dependencies, add depdendencies while downgrading",No specific factor,,,
vue-server,0.4.14,0.4.13,2016-09-29T10:25:52.210Z,2016-06-23T10:08:26.931Z,log4js,0.6.21,^0.6.21,0.6.21,0.6.37,https://github.com/ngsru/vue-server/commit/9762dc0d66b46639ed673384ab1f2ad21440c223,"fix issue, remove operator, choose specific version, change all providers","Fix bug, Remove some provider(s)",,,"""errors in v-for syntax are now handled properly"""
sails-raven,0.11.2,0.11.1,2014-09-01T18:00:35.444Z,2014-09-01T17:55:33.194Z,async,~0.2.9,^0.9.0,0.2.10,0.9.0,https://github.com/austinsc/sails-raven/commit/ef43baa75f64849985b0453d5d27d43366f8b7e0,"change from ^ to ~, choose specific range, choose specific providers, change batch of providers once",No specific factor,,,
five-bells-ledger,10.0.2,10.0.1,2016-02-18T20:06:20.990Z,2016-02-17T02:15:18.675Z,mocha,~2.3.4,^2.1.0,2.3.4,2.4.5,https://github.com/interledgerjs/five-bells-ledger/commit/ffee35d2a972e0bc6819df53c1d4226acc9b4689,"change from ^to ~, choose specific provider, choose specific version",Change configuration,,,"""Update shrinkwrap"""
ng-color,3.0.0,2.0.4,2017-04-20T11:16:38.308Z,2017-04-17T17:43:21.358Z,typescript,~2.2.0,^2.2.2,2.2.2,2.3.0,https://github.com/dolanmiu/ng-color/commit/8fd41c67da3814c060774e02c0297191386a1ac0,"add providers while downgrading, change ^ by ~","Add new provider(s), Add new feature, Refactor code",,,"""added Angular 4 support by re-scaffolding the project”"
fuel,0.5.0,0.4.1,2015-08-22T02:42:41.494Z,2014-01-22T02:36:25.549Z,grunt-contrib-jshint,0.6.4,~0.6.4,0.6.4,0.6.5,https://github.com/ExactTarget/node-fuel/commit/713ebee6b125bff28e9b6ab3e799bc1106850682,remove operator,Change providers with same prefix on name,,,"""Release v0.5.0”"
adcirc-render,0.0.2,0.0.1,2017-05-24T18:55:57.834Z,2017-05-16T16:56:30.148Z,uglify-js,^2.8.11,^3.0.6,2.8.27,3.0.6,https://github.com/adcirc-io/adcirc-render/commit/b22d6acaccaec5b42fafdd92e97660c6ecd423bb,"add providers while downgrade, update build","Add new provider(s), Fix build",,,"""Update build system”"
robe-react-ui,1.0.26,1.0.25,2016-08-17T07:48:46.199Z,2016-08-16T12:13:24.228Z,json-server,0.8.8,0.8.17,0.8.8,0.8.17,https://github.com/robeio/robe-react-ui/commit/181cd17277c015ad829ef8e1ddfeb4712496d850,"choose specific provider, choose specific version","Fix bug, Add new feature",,,"""DataGridRow update bug fixed.”"
ui-grid-auto-fit-columns,1.1.2,1.1.1,2017-02-20T12:57:34.373Z,2016-06-07T17:52:23.784Z,typescript,~1.8.10,^1.8.10,1.8.10,1.9.0,https://github.com/Den-dp/ui-grid-auto-fit-columns/commit/13a566e19faad5d3f654f2d7270f054e7ed3a6b2,"change ^ by ~, change batch of providers at once","Fix bug, Fix incompatibility",,,"""fix(regExp): fix re to make it work with numbers in CellFilter as arguments”"
videojs-ogvjs,1.1.0,1.0.6,2016-04-18T23:11:23.994Z,2015-12-25T16:38:43.298Z,sinon,1.14.1,^1.0.0,1.14.1,1.17.2,https://github.com/hartman/videojs-ogvjs/commit/6b8ecbaae2f20a396bcb7e1a786f54b1cb8ee59c,"choose specific provider, choose specific version","Fix browser issue, Fix bug","Breaking change, Run-time breaking change",,"""Pin sinon to 1.14.1, because b0rken
For Chrome, it fails tests, because new Date().getTime() returns {}
for the date.”"
nightwatch-autorun,2.2.0,2.1.3,2016-03-23T12:20:40.231Z,2016-02-06T11:07:38.746Z,webpack,1.12.10,^1.12.10,1.12.10,1.12.13,https://github.com/nkbt/nightwatch-autorun/commit/5ec123584a049d9ff627a177a44dd2c37eeefe93,"change batch of providers once, remove operator",No specific factor,,,"""Update and lock down dependencies”"
node-etcd,5.0.1,5.0.0,2016-06-08T23:41:42.695Z,2015-12-27T22:33:28.960Z,coffee-script,1.9.1,^1.9.1,1.9.1,1.10.0,"https://github.com/stianeikeland/node-etcd/commit/43f3e6db4dd49617e3d386d141c135e0caa0983f, https://github.com/stianeikeland/node-etcd/pull/57","change batch of providers once, remove operator","Change configuration, Fix build, ","Breaking change, Build-time breaking change",,"""Change default port from 4001 to 2379”, ""Some external dep have broken the build :(
Try to force all deps to specific version”"
replux,2.0.0,1.1.0,2016-04-08T07:12:24.430Z,2015-12-18T02:09:25.628Z,jest-cli,^0.6.1,^0.8.2,0.6.1,0.8.2,https://github.com/gregthebusker/replux/commit/7c49a63b463658657f90101fb3b390bfbcdf6841,"upgrade a batch of dependencies while downgrade, choose specific range",Change providers with same prefix on name,,,"""Upgrade packaegs including React 15”"
alloyeditor,1.3.1,1.3.0,2017-01-19T18:34:10.505Z,2016-12-05T09:22:11.302Z,babel-preset-react,6.3.13,^6.3.13,6.3.13,6.16.0,https://github.com/liferay/alloy-editor/commit/176cfd4aaa1d334d9a8eed1810ced2d49ce5e9cc,"upgrade a batch of dependencies while downgrade, choose specific version",Change configuration,,,"""Upgrade and lock packages”"
felint,0.5.0-alpha.2,0.5.0,2017-04-13T10:51:43.247Z,2017-03-29T09:37:14.957Z,js-yaml,3.6.1,^3.6.1,3.6.1,3.8.2,https://github.com/youzan/felint/commit/36fe06628225955c2a34a22f3bfeb2c7b9f0a19f,"remove operator, change a batch of dependencies once","Add new provider(s), Fix unspecified issue",,,"""fix: reworks”"
freedom,0.6.25,0.6.24,2015-06-02T23:48:44.199Z,2015-05-05T15:11:14.455Z,grunt-browserify,3.7.0,^3.2.0,3.7.0,3.8.0,"https://github.com/freedomjs/freedom/commit/61cae2c9080dc13a0f025db564a233a959d35100, https://github.com/freedomjs/freedom/pull/277","choose specific provider, choose specific target version","Specify provider to downgrade, Temporary change, Fix bug","Breaking change, Development-time breaking change",,"""temporarily pin grunt-browserify version to fix sourcemaps”"
jut,0.1.1,0.1.0,2014-05-04T02:41:07.518Z,2014-04-18T23:05:14.889Z,cssauron-falafel,1.2.0,~1.2.0,1.2.0,1.2.1,https://github.com/jarofghosts/jut/commit/fa8b55bb685db5325739c11572ecadf3272bc774,"remove operator, change a batch of dependencies once, lock all dependencies",No specific factor,,,"""update deps”"
ngx-fabric8-wit,0.1.0,0.0.2,2017-02-24T22:06:43.412Z,2017-02-24T20:26:23.121Z,typescript,2.0.8,^2.0.3,2.0.8,2.2.1,https://github.com/fabric8-ui/ngx-fabric8-wit/commit/fe909dfbf04c8aa8002ebf896a21e49ebe3653a5,"choose specific provider, choose specific target version","Change configuration, Specify provider to downgrade",Error prevention,,"""Fix ngx-login-client dependency declaration.
ngx-login-client is now a dev dependency and declared as a peer.
Rollup config is modified to avoid confusion over UMD file name.
tsconfig is modified to locate ngx-login-client module,
as it is not under baseUrl.”"
eventify,1.0.1,1.0.0,2014-06-30T13:28:06.236Z,2014-06-27T20:03:52.666Z,expect.js,~0.2.0,~0.3.1,0.2.0,0.3.1,https://github.com/bermi/eventify/commit/ea6e78ef61758e2dbbad109db041be712e2a76af,,"Add new feature, Fix browser issue",,,"""Adding back support for IE8”"
